teks
"Ginandjar Tetap Ditahan. Jaksa Agung Dilaporkan ke Polri
Kejaksaan Agung memutuskan untuk tetap menahan tersangka kasus korupsi, Ginandjar Kartasasmita, sampai batas waktu yang ditentukan KUHAP. Sedangkan para kuasa hukum Ginandjar, hingga Senin (16/4) malam pukul 24.30, masih berada di ruang tahanan (rutan) Kejaksaan Agung untuk membawa politisi dari Partai Golkar itu keluar dari tahanan.  Terjadinya perbedaan pandangan antara kejaksaan yang ingin tetap menahan dan pendapat para kuasa hukum Ginandjar yang ingin membawa Ginandjar ke luar dari rutan disebabkan tafsir yang berbeda, sesuai kepentingan di antara kedua pihak, atas amar putusan hakim praperadilan Pengadilan Negeri Jakarta Selatan Rusman Dani Achmad.  Hakim Rusman dalam putusan yang dibacakan, Senin (16/4) pagi, menyatakan, penahanan Ginandjar sebelum tanggal 9 April 2001 adalah tidak sah. Begitu hakim Rusman membacakan putusan, para kerabat Ginandjar mulai mempersiapkan kepulangan Ginandjar. Beberapa barang bawaan Ginandjar sudah dibawa pulang.   Namun, pihak kejaksaan menolak untuk melepaskan Ginandjar. Direktur Penyidikan pada Jaksa Agung Muda Bidang Tindak Pidana Khusus Soedibyo Saleh mengartikan bahwa yang dinyatakan tidak sah adalah tindakan hukum sebelum tanggal 9 April 2001 sehingga apa yang terjadi setelah 9 April 2001, pengadilan memutuskan sebagai tindakan yang sah.  ""Jadi, penahanan sejak tanggal 9 April 2001, sebagai rangkaian dari tindakan penyidikan, adalah sah. Karena amar putusan tidak menyebutkan tersangka harus keluar dari tahanan, maka kejaksaan sampai saat ini masih tetap menahan (Ginandjar -Red ),"" kata Soedibyo Saleh kepada pers.   Jaksa Agung Marzuki Darusman kepada  Kompas , Senin malam mengemukakan, kejaksaan menghormati putusan pengadilan yang telah memberikan putusan secara obyektif dan seimbang serta mengakui adanya kewenangan kejaksaan.  Marzuki tidak sependapat jika dikatakan terjadi beda penafsiran antara kejaksaan dan para kuasa hukum Ginandjar. Ia menambahkan, salinan putusan itu juga belum diterima. Kejaksaan baru menerima petikannya saja.  Dalam amar petikan putusan Nomor 07/Pid/Prap/2001/PN Jaksel yang ditandatangani hakim Rusman Dani Achmad, antara lain, disebutkan, pertama, menerima permohonan pemohon (Ginandjar) untuk sebagian. Kedua, tindakan termohon (Jaksa Agung) melakukan penyidikan, penahanan, dan pembantaran dalam kasus perkara pemohon sebelum tanggal 9 April 2001 adalah tidak sah.   Dengan demikian, kata Soedibyo, waktu penahanan yang sudah dijalani Ginandjar selama 10 hari (sejak tanggal 6 April 2001) dianggap tidak berlaku. Selanjutnya, penahanan berlaku terhitung sejak tanggal 9 April 2001, untuk masa 20 hari. ""Kalau Pak Ginandjar tidak puas, bisa menggugat, minta ganti rugi (atas masa penahanan 10 hari),"" kata Soedibyo.   Marzuki pun mengatakan hal serupa. ""Kalau kuasa hukum Ginandjar mau menuntut ganti rugi, silakan saja. Itu hak mereka,"" kata Marzuki, yang juga salah seorang Ketua Partai Golkar.   Dilaporkan ke Polri   Salah seorang kuasa hukum Ginandjar, Muchyar Yara kepada pers, Senin pukul 23.10, di Kejaksaan Agung mengatakan, karena Jaksa Agung masih terus menahan Ginandjar, pihaknya melaporkan tindakan Jaksa Agung ke Mabes Polri.  Jakob Sumuk, Th Hutabarat (kuasa hukum Ginandjar) dan Agus Gumiwang Kartasasmita (putra Ginandjar) Senin malam pukul 22.00 membuat pengaduan resmi kepada Mabes Polri. Mereka diterima Wakil Komandan Reserse Mabes Polri. Jaksa Agung diadukan karena merampas kemerdekaan Ginandjar.  Para kuasa hukum Ginandjar berpendapat, dengan putusan hakim tersebut, Ginandjar harus dibebaskan dari tahanannya. Alasannya, segala tindakan yang dilakukan Kejagung sebelum tanggal 9 April 2001 adalah tidak sah. Karena itu, penahanan kliennya saat ini tidak sah karena keberadaan Ginnadjar di Rutan Kejagung didasarkan pada Surat Perintah Penahanan yang dikeluarkan Jaksa Agung tanggal 31 Maret 2001.   ""Seharusnya Pak Ginandjar keluar (bebas). Kalau tetap ditahan tidak ada dasar hukumnya, kecuali kalau ada surat penahanan baru yang dikeluarkan tim tetap koneksitas. Meski begitu, Pak Ginandjar harus keluar dulu,"" kata anggota tim kuasa hukum Ginandjar, Mohammad Assegaf.   Namun, permintaan kuasa hukum Ginandjar agar Wakil Ketua MPR tersebut dibebaskan, ditolak Kejagung dengan alasan tidak ada perintah bahwa tersangka harus keluar dan penahanan. Menurut Ketua Tim Penyidik kasus dugaan korupsi Technical Assistance Contract (TAC) antara Pertamina dengan PT Ustraindo Petro Gas (UPG) di mana salah satu tersangkanya adalah Ginandjar, Barman Zahir, tidak perlu diterbitkan surat penahanan baru oleh tim tetap koneksitas.   Muchyar Yara dan beberapa kuasa hukum Ginandjar serta keluarga Ginandjar yang masih bertahan di ruang tahanan Ginandjar mengatakan. ""Kami ingin membawa keluar Ginandjar.""  ""Jika Pak Ginandjar tidak dilepaskan juga, berarti kejaksaan telah secara demonstratif mempertontonkan kepada publik bagaimana kejaksaan telah merampas kemerdekaan seseorang. Ini, kan, putusan pengadilan. Masak, tidak dihormati,"" kata Muchyar yang bertekad akan tetap berada di rutan sampai Ginandjar keluar dari rutan.  Mengomentari masih bertahannya para kuasa hukum Ginandjar hingga malam hari, Marzuki mengatakan, situasinya sangat insidential dan seharusnya tidak terjadi demikian. ""Itu tidak boleh,"" ucapnya. Namun, Muchyar mengatakan, dirinya bukan besuk, melainkan ingin membawa Ginandjar keluar dari rutan.   Ragu-ragu   Bukan hanya para pihak saja yang berbeda persepsi atas putusan hakim Rusman, kalangan praktisi hukum pun mempunyai persepsi yang berbeda atas putusan tersebut sehingga anggota Komisi II DPR, Teras Narang, menilai putusan itu sebagai putusan ragu-ragu.   Meski putusan praperadilan itu dinilai Narang sebagai putusan ragu-ragu, Fraksi Kebangkitan Bangsa (F-KB) DPR dalam pernyataan pers di Jakarta menyesalkan putusan yang menyatakan penahanan Ginandjar tidak sah dan mengarah ke pembebasan Ginandjar Kartasasmita.  Praktisi hukum Indriyanto Seno Adji dan Abdul Hakim Garuda Nusantara menilai, tidak ada alasan bagi kejaksaan untuk terus menahan Ginandjar. Dengan ada putusan itu, kejaksaan harus segera melepaskan Ginandjar. Sebab, tak ada lagi alasan untuk penahanannya. Surat penahanan kejaksaan harus dinyatakan batal demi hukum. Sedang Abdul Hakim mengatakan, penahanan tetap bisa dilakukan jika diterbitkan surat penahanan baru yang dikeluarkan tim koneksitas.   Tidak harus Panglima TNI   Dalam pertimbangannya, hakim Rusman menyatakan bahwa yang berhak melakukan penyidikan dan penahanan dalam kasus Ginandjar adalah tim tetap koneksitas mengingat saat kejadian Ginandjar masih anggota TNI aktif. Tim gabungan, yang terdiri dari oditur jenderal dan jaksa, yang ada selama ini tidak memenuhi persyaratan sebagaimana disebutkan dalam Surat Keputusan Bersama (SKB) Menteri Kehakiman dan Menteri Pertahanan tanggal 29 Desember 1983. Dalam SKB itu disebutkan bahwa tim tetap koneksitas harus melibatkan oditur jenderal, polisi militer dan jaksa.   Sesuai surat tanggal 9 April 2001, Panglima TNI menunjuk tiga oditur jenderal dan dua polisi militer untuk bergabung dengan Kejagung dalam tim koneksitas tetap kasus TAC dengan tersangka Ginandjar.   Soal wewenang penahanan adalah Atasan yang Berhak Menghukum (Ankum) sebagaimana disebutkan dalam permohonan praperadilan adalah Panglima TNI, menurut Hakim Rusman, tidaklah demikian. Hal ini mengingat saat penahanan hendak dilakukan, Ginandjar sudah pensiun sebagai TNI.   ""Atasan langsung yang mana yang masih berwenang untuk menjatuhkan hukuman disiplin terhadap pemohon (Ginandjar) yang fakta dan kenyataannya adalah berkedudukan sebagai Wakil Ketua MPR. Apakah tetap Panglima TNI dan bagaimana status hukum persetujuan yang diberikan Presiden (kepada Jaksa Agung untuk memeriksa Ginandjar di Kejagung),"" demikian hakim Rusman dalam pertimbangan putusannya.
"
"Jakarta Dikangkangi Para Preman
KALAU tak punya nyali dan uang cukup, jangan berjualan di sekitar Terminal Pulogadung Jakarta Timur. Belum lagi barang dagangan digelar, sudah harus membayar sewa lahan atau lapak seukuran 1 x 2 meter persegi seharga Rp 300.000. Ini belum termasuk ""uang jago"" dan uang kebersihan yang jumlahnya bisa mencapai Rp 7.000 sehari.   Jika tidak mematuhi aturan main yang berlaku, siap-siap saja barang dagangan diobrak-abrik preman berbadan kekar dan berwajah sangar. Masih lumayan jika cuma barang dagangan yang rusak. Sering terjadi, selain barang ludes, badan dan wajah babak belur dihajar preman.  Di Terminal Kampung Melayu, lain lagi ceritanya. Selain menjual lapak, para preman memungut ""uang jalan"" kepada setiap bus yang lewat. Pemungutan tidak langsung dilakukan preman, tetapi dilakukan kurir yang berpura-pura sebagai pedagang asongan, lalu memungut uang jalan dari kondektur bus Rp 1.000- Rp 2.000 sekali jalan.  Di Pasar Tanah Abang, kondisinya tidak jauh berbeda. Bahkan di pasar kain terbesar di Tanah Air dengan omzet lebih dari Rp 10 trilyun per tahun ini, semua orang yang memanfaatkan setiap jengkal tanah, baik itu pedagang, pengemudi bus, pengemudi mikrolet, maupun pengemudi taksi harus membayar ""uang keamanan"" kepada preman.  Pengemudi taksi, misalnya, harus memberikan uang jalan kepada preman sekitar Rp 1.000-Rp 2.000 setiap menurunkan penumpang di Tanah Abang. Jika menaikkan penumpang, uang jalan ditambah lagi Rp 2.000, belum termasuk ""salam tempel"" Rp 100 buat pak ogah atau preman yunior yang berdiri tiap lima meter di sepanjang Jalan Tanah Abang.   ""Pokoknya kalau mengantar penumpang ke Tanah Abang pasti rugi. Uang pembayaran penumpang bisa habis Rp 4.000 untuk setoran ke preman,"" kata seorang pengemudi taksi.              ULAH preman di sekitar terminal dan Stasiun Kereta Api Senen, lebih sadis lagi. Masing-masing kelompok preman memiliki wilayah kerja tertentu seperti menguasai dan mengatur lapak untuk pedagang kaki lima, menguasai wilayah parkir, perjudian, penjambretan, penodongan, dan pencopetan, hingga prostitusi. Bahkan untuk pendatang baru, ada yang mengkhususkan kegiatannya pada aksi penodongan penumpang kereta api kelas ekonomi dari Jateng dan Jatim yang baru tiba di Stasiun Senen pada subuh atau pagi hari.  Sedangkan di sekitar Terminal Blok M, Jalan Trunojoyo dan perempatan CSW, Jakarta Selatan, ulah preman lebih unik lagi. Mereka tidak pernah memungut uang kepada pedagang kaki lima seperti lazimnya, tetapi hanya ""menertibkan"" pedagang kali lima (PKL), pedagang asongan, pengemis, dan pengedar kotak sumbangan. Namun, walaupun hanya sekadar menertibkan, ulah mereka tidak kalah sadisnya.  Sambil membawa clurit yang diselipkan di selangkangan, preman di sekitar Jalan Panglima Polim dan Jalan Trunojoyo, tidak segan-segan menggampar pedagang kaki lima yang sangat susah diatur dan ditertibkan. Masih lumayan jika cuma digampar, sering terjadi preman tersebut menyita atau mengobrak-abrik barang dagangan PKL.  ""Kami tidak berani melawan, karena teman mereka banyak dan kami bisa mati konyol,"" kata seorang pedagang di Jalan Trunojoyo.  Karena tidak berani melawan, akhirnya sekitar 200 pedagang kaki lima mengadu ke Lembaga Bantuan Hukum (LBH) Jakarta, dan kemudian ke Kantor Komisi Nasional Hak Asasi Manusia (Komnas HAM). Anehnya, setelah pengaduan tersebut, preman di sekitar Blok M dan Jalan Trunojoyo memakai seragam rompi hitam dan ikat tangan hitam bertuliskan ""Potmas"" atau potensi masyarakat.  Meskipun penampilan fisik preman itu sudah berubah, ulah mereka tetap saja sama, setiap hari ""menertibkan"" pedagang kaki lima. Anehnya mereka tidak memungut uang dari pedagang seperti lazimnya. ""Karena itu kami punya keyakinan kuat, preman berkedok Potmas tersebut merupakan preman yang dipelihara Pemda Jakarta Selatan,"" kata seorang pedagang.  Keyakinan ini diperkuat lagi karena dalam melakukan penertiban terhadap pedagang kaki lima, para preman tersebut sering memakai sepeda motor plat merah dan bahkan naik mobil bak terbuka bertuliskan Satpol PP. ""Jadi, ucapan Gubernur Sutiyoso yang menyatakan perang terhadap preman, itu bohong. Preman justru dipelihara dan dimanfaatkan pemda,"" kata pedagang yang berunjuk rasa ke DPRD DKI Jakarta seraya menyebut preman tersebut dibayar Rp 100.000 sehari, dan pembagian uang sering dilakukan di depan mata pedagang.              GUBERNUR Sutiyoso memang menyatakan perang terhadap preman yang saat ini menguasai hampir seluruh wilayah Jakarta dan merasuk di semua sektor kegiatan masyarakat mulai dari pasar, pusat bisnis, parkir liar, perempatan jalan, hingga terminal. Tidak kurang dari Kepala Polda Metro Jaya Inspektur Jenderal Polisi Mulyono Sulaiman dan Pangdam Jaya Mayjen Bibit Waluyo menyatakan dukungannya untuk memberantas preman.  Sebanyak 800 polisi dan 1.600 anggota TNI yang dibagi dalam 20 kelompok, sudah disiapkan untuk memberantas preman di pasar, pusat bisnis, maupun tempat-tempat rawan lainnya. Tidak kurang dari 73 titik rawan sudah dideteksi, antara lain di Jakpus 14 lokasi, Jakut 10 lokasi, Jakbar 15 lokasi, Jaksel 22 lokasi, dan Jaktim 12 lokasi.   Namun, bagi Yorris Raweyai, Ketua Harian Pemuda Pancasila -organisasi pemuda yang sering dituding menampung preman saat Orde Baru dulu- rencana Pemda DKI Jakarta untuk memberantas preman tersebut sangat tidak jelas.   ""Preman itu yang bagaimana? Kalau pak ogah dan pengamen yang beroperasi di jalan-jalan, itu bukan preman,"" katanya. ""Kalaupun pak ogah dan pengamen yang diperangi, itu tidak memecahkan masalah, tetapi hanya program untuk memperpanjang jabatan.""  Yusuf Muhi atau lebih kondang disebut Bang Ucu, Ketua Ikatan Keluarga Besar Tanah Abang (IKBT)-organisasi beranggotakan 15.000 orang, termasuk preman, calo, dan pak ogah- menyatakan rasa kurang yakinnya terhadap rencana Pemda DKI Jakarta memberantas preman. Alasannya, preman, calo, dan pak ogah, banyak bermunculan karena mereka terjepit masalah ekonomi.   ""Pemberantasannya tidak bisa dilakukan melalui kekerasan, tetapi mereka harus disediakan lapangan pekerjaan seperti tukang parkir, satpam, atau pekerjaan lainnya,"" kata Bang Ucu.  Pernyataan serupa juga dilontarkan Ketua Badan Pekerja Forum Warga Kota Jakarta (FAKTA), Azas Tigor Nainggolan. Menurutnya, pernyataan Gubernur Sutiyoso untuk memberantas preman hanya pernyataan politik. Kenyataannya di lapangan, bawahan Sutiyoso mulai dari kelurahan, kecamatan, hingga wali kota, memanfaatkan preman yang dikemas dalam bentuk Potmas tersebut untuk memerangi pedagang kaki lima. ""Potmas adalah upaya halus untuk melindungi dan memanfaatkan preman,"" kata Tigor Nainggolan.  Tudingan ini tentu saja dibantah Wali Kota Jakarta Selatan, Abdul Mufti yang mengatakan Potmas bukan preman, tetapi tokoh masyarakat yang diajak untuk menjaga keamanan bersama. ""Mereka memang mendapat uang tugas Rp 15.000 sehari,"" ujarnya.  Sedangkan bagi kriminolog Universitas Indonesia, Ronny Nitibaskara, upaya pemda memberantas preman tidaklah mudah karena preman sudah mengakar di tengah masyarakat sejak dulu. Bahkan walaupun preman diberantas, akan muncul preman baru sebagai bentuk adaptasi dengan lingkungan sekitarnya. Paling-paling yang bisa dilakukan hanyalah terapi kejutan untuk menekan jumlah dan aktivitas preman yang sudah meresahkan masyarakat.  Jika begitu, bukan tidak mungkin Jakarta akan mendapat julukan kota preman. Julukan ini akan cepat diraih jika pemerintah daerah ikut-ikutan memanfaatkan preman untuk menertibkan pedagang kaki lima.
"
"Penyimpangan di Setpres Seolah Terjadi Sekarang
Presiden Abdurrahman Wahid menyesalkan pemberitaan yang berlebihan mengenai penyimpangan di Sekretariat Presiden (Setpres). ""Seolah-olah hal itu terjadi sekarang ini, padahal itu merupakan pemeriksaan Badan Pemeriksa Keuangan (BPK) pada tahun anggaran 1999/2000,"" kata Juru Bicara Kepresidenan Adhie M Massardi menjawab pertanyaan  Kompas  di Istana Merdeka, Jakarta, Jumat (6/4).   Menurut Adhie, Abdurrahman Wahid menjadi Presiden pada bulan Oktober 1999. ""Oleh karena itu, Presiden juga belum mengetahui seberapa besar penyimpangan yang terjadi sepanjang masa pemerintahan sekarang. Akan tetapi, Presiden tidak akan melindungi orang yang melakukan praktik korupsi, kolusi dan nepotisme (KKN),"" kata Adhie.   Pemberitaan di  Kompas , menurut Adhie, dinilai Presiden tendensius sehingga Presiden menjadi curiga terhadap maksud di balik pemberitaan tersebut karena tanpa disertai fakta-fakta. Dijelaskan oleh Adhie, pemeriksaan serta pelaporan hasil temuan BPK cukup rumit sebab hasil temuan pada tahun-tahun sebelumnya banyak digabungkan ke dalam penelitian BPK yang terbaru.   ""Nah, yang disayangkan, Ketua BPK Satrio B Joedono tidak menjelaskan masalah ini kepada pers. Temuan BPK beberapa waktu lalu yang menyebutkan ada penyimpangan keuangan negara sebesar Rp 165 trilyun sebenarnya akibat Bantuan Likuiditas Bank Indonesia (BLBI) dan bukan dilakukan pemerintahan Gus Dur (Abdurrahman Wahid),"" ungkap Adhie Massardi.   Tak melindungi    Presiden, demikian Adhie, juga telah mengatakan bahwa temuan-temuan BPK harus dilaporkan kepada aparat penegak hukum. Presiden tidak akan melindungi siapa pun yang terlibat dalam penggelapan atau penyimpangan keuangan negara.   Kalau terbukti, lanjut Adhie, aparat birokrasi yang melakukan KKN, baik yang merupakan bagian dari pemerintahan lama maupun yang baru, sepenuhnya akan diserahkan kepada aparat hukum untuk ditindak. ""Penggelapan keuangan, misalnya, yang tertulis dalam anggaran seharusnya dipakai untuk membeli kopi, tetapi ternyata dibelikan teh,"" tambahnya.   Ditanya apakah Presiden mengetahui adanya praktik korupsi yang dilakukan orang-orang lama di lingkungan Sekretariat Presiden, Adhie mengatakan, ""Kita tidak bisa menyalahkan orang lama masih melakukan KKN. Kita juga tidak bisa menuduh begitu saja. Karena itu, Presiden meminta bantuan BPK untuk mengaudit ini. Kalau ada kebocoran dan ketahuan siapa pelakunya, akan ditindak.""  Kamis lalu, Ketua BPK dan para Wakil Ketua BPK bertemu Presiden di Istana Merdeka, Jakarta, untuk menyerahkan hasil pemeriksaan semester II tahun anggaran 2000. Hasil pemeriksaan BPK tersebut juga telah diserahkan kepada DPR tanggal 22 Februari 2001.   Di dalam buku hasil pemeriksaan BPK yang dibagikan kepada wartawan, juga dilampirkan tabel daftar rekapitulasi hasil pemeriksaan semester II tahun anggaran 2000. Total penyimpangan keuangan negara pada tahun anggaran 1999/2000 (April 1999-Maret 2000) sebanyak 834 dengan nilai Rp 3,8 trilyun. Sedangkan total penyimpangan pada tahun anggaran 2000 (April-Desember) sebanyak 925 dengan nilai Rp 8,05 trilyun.
"
"Dibayarkan, Rapel Kenaikan Gaji Pegawai Pos
Kenaikan gaji pegawai pos yang telah disepakati antara manajemen dengan serikat pekerja yang mulai berlaku sejak 1 Januari 2001, rapelnya telah dibayarkan pada Sabtu (7/4). Namun demikian, di beberapa kantor pos besar yang jumlah pegawainya banyak dan memerlukan lebih banyak lagi persiapan, pembayarannya baru dilakukan Senin besok.
Demikian keterangan tertulis dari manajer humas PT Pos Indonesia Mohammad Sabarudin. Pada awalnya, kenaikan tersebut akan dibayarkan pada hari Selasa, tetapi kemudian diubah menjadi lebih awal.
Setelah terjadi aksi unjuk rasa para pegawai pos pekan lalu, direksi kemudian memutuskan untuk menaikkan gaji pokok para pegawai PT Pos Indonesia sebesar 10 persen, kenaikan tunjangan perbaikan penghasilan (TPP) sebesar 30 persen, dari Upah Minimum Setempat dan adanya tunjangan baru yaitu Premi Kehadiran yang besarnya berkisar antara Rp 190.000 hingga Rp 225.000 tergantung pangkat dan golongan pegawai.
Pada Mei nanti, selain pegawai telah mulai menerima penghasilan berdasarkan ketentuan gaji baru, mereka juga akan menerima bonus sebesar 320 persen dari gaji pokok bulan Desember dengan minimal gaji sebesar Rp 500.000. Bonus tersebut merupakan bagian dari laba perusahaan di tahun 2000.
Dalam keterangan tertulis itu, manajemen PT Pos Indonesia juga menyampaikan permohonan maaf kepada masyarakat atas adanya gangguan dalam pelayanan pos berkaitan aksi damai yang dilakukan karyawan PT Pos Indonesia.
"
"Stop Kekerasan, Elite agar Duduk Bersama
Sejumlah intelektual dan tokoh masyarakat yang tergabung dalam Forum Indonesia Damai (FID), Kamis (26/4), menyerukan kepada semua pihak untuk tidak menggunakan kekerasan, dan kembali meminta kepada para pemimpin politik untuk duduk di satu meja dan berunding. Mereka mengingatkan bahwa tujuan politik apa pun tidak boleh dicapai dengan ancaman atau kekerasan. Selain itu, semua perbedaan pendapat harus dilakukan secara damai dan beradab.  ""Kami menyatakan menolak terhadap segala bentuk intimidasi, teror, dan kekerasan yang hanya akan mengorbankan orang biasa, mereka yang tidak punya kekuasaan. Kami mencoba menyuarakan sebagian besar rakyat yang cinta damai,"" kata Imam Prasodjo, sosiolog dari Universitas Indonesia.  Seruan antikekerasan itu disampaikan bersamaan dengan Aksi Damai aktivis FID di Bundaran Hotel Indonesia (HI), Jakarta Pusat, dengan menyebarkan gambar tempel bertuliskan ""Warga Cinta Damai"" dan pemasangan spanduk raksasa dengan pesan yang sama di depan HI.  Sejumlah tokoh FID yang ikut serta dalam seruan dan aksi damai itu antara lain Mantan Menteri Keuangan Mar'ie Muhammad, sosiolog UI Imam Prasodjo, pakar filsafat Franz Magnis Suseno, peneliti UI Melly G Tan, Presiden Partai Keadilan Hidayat Nurwahid, dan penyair Ratna Sarumpaet.   Secara terpisah, Fraksi TNI/ Polri DPR kemarin berpendapat, dialog adalah salah satu cara yang baik untuk menyelesaikan kemelut politik. Berkaitan dengan itu, Fraksi TNI/Polri sebetulnya berkeinginan besar menjadi mediator pertemuan antarpartai. Namun, mereka mengaku memiliki kendala psikologis karena khawatir dituduh kembali ke dunia politik praktis.   Ketakutan   Mar'ie mengungkapkan bahwa keadaan yang terjadi saat ini membuat masyarakat biasa, yang tidak punya kekuasaan, ketakutan. Investor luar takut datang sehingga ekonomi terganggu. ""Kami di sini ingin menyuarakan mayoritas yang diam, bahwa kami mengalami kepedihan dan keprihatinan terhadap kehidupan rumah tangga dan hari depan anak cucu kami,"" kata Mar'ie.  Melly menyatakan, sebagai penduduk yang lahir dan dibesarkan di Jakarta, ia tidak rela diintimidasi oleh orang-orang dari luar Jakarta. Ia meminta agar semua pihak menggunakan hati nurani dan nalar untuk menyelesaikan berbagai persoalan bangsa. ""Jangan sampai kekerasan digunakan untuk kepentingan sekarang ataupun kepentingan politik,"" kata Melly.  Kepada wartawan, Sarumpaet mengemukakan, mereka bersama-sama menolak semua bentuk ancaman atau kekerasan yang dilakukan oleh siapa pun, baik oleh aparat maupun politisi. Seruan itu tidak hanya ditujukan kepada pendukung Abdurrahman Wahid yang akan berdatangan ke Jakarta untuk menghadiri istigotsah, tetapi juga untuk massa penentang Abdurrahman Wahid; tidak hanya ditujukan untuk kasus yang terjadi di Jakarta, tetapi juga di Aceh dan daerah-daerah lainnya.   Republik dalam bahaya   Menurut Magnis, situasi yang terjadi saat ini betul-betul mencemaskan. Kemungkinan terjadinya kekerasan tidak bisa dikatakan tidak ada. ""Republik ada dalam bahaya,"" kata Magnis.  Ia mengimbau para tokoh yang berpengaruh menggunakan pengaruhnya untuk mengakhiri situasi ini. Kepada Presiden Abdurrahman Wahid, secara khusus Magnis meminta agar dalam pidato perdamaian yang akan disampaikannya, Presiden dengan tegas meminta pendukungnya untuk tidak datang ke Jakarta dan kepada mereka yang sudah ada di Jakarta untuk segera pulang dan tidak melakukan apa-apa.   ""Pernyataan itu harus dilakukan secara terang benderang. Para kiai dan tokoh agama yang hadir dalam istigotsah agar memakai wewenang spiritualnya untuk hal yang sama,"" kata Magnis.  Nurwahid yang mengaku tidak mewakili partainya meminta agar masyarakat Indonesia sebagai masyarakat beragama konsisten memegang agamanya untuk tidak menghancurkan kehidupan manusia dan tidak memakai agama untuk kepentingan yang bertentangan dengan agama.    Akar persoalan   Para tokoh yang hadir dalam aksi damai itu menyatakan kesepakatannya bahwa mereka tidak hanya mengutuk ancaman atau kekerasan yang muncul di permukaan, tetapi juga menggugat akar persoalan yang menyebabkan kekerasan itu muncul. Mereka juga sepakat untuk mencoba memprakarsai kembali gagasan mempertemukan tokoh-tokoh politik sipil.  Mar'ie menyatakan bahwa pertemuan itu sebaiknya dilakukan oleh pemimpin lima partai politik terbesar bersama Presiden, Panglima TNI, dan Kepala Polri. Panglima TNI dan Kepala Polri, kata Mar'ie, perlu dilibatkan karena mereka bertanggung jawab dalam keamanan dan ketertiban.  Ia mengungkapkan bahwa sebagai pribadi, dalam dua minggu terakhir ia telah melobi ke mana-mana untuk mengawali pertemuan para tokoh dengan Senior Official Meeting (SOM). Pertemuan semacam itu penting dilakukan karena tingkat kepercayaan di antara tokoh yang ada sudah berada di titik terendah dan komunikasi tidak berjalan baik.   Pertemuan itu seyogianya membahas tiga agenda nasional terpenting, yakni menegakkan demokrasi dengan tetap menjaga persatuan nasional, penegakan hukum, keamanan, dan ketertiban, serta mengembalikan momentum pemulihan ekonomi. ""Sayang, semua itu tidak berjalan sebagaimana yang diharapkan,"" kata Mar'ie.   Mediator   Ketua Fraksi TNI/Polri DPR Letjen Budi Harsono kepada pers di kantornya, Kamis, mengungkapkan, banyak pertanyaan yang ditujukan kepada Fraksi TNI/Polri mengapa mereka tidak menjadi mediator pertemuan antarpartai. ""Pada prinsipnya, Fraksi TNI Polri bersedia menjadi mediator. Namun, kami, kan, sudah dipagar tidak boleh berpolitik praktis oleh Ketetapan VII/MPR/2000 tentang Peran TNI dan Peran Polri,"" ujarnya.  Budi melihat saat ini ada dua pihak yang saling bersikukuh dengan pendapatnya masing-masing. ""Kalau kami ikut menengahi, mudah-mudahan selesai masalahnya, karena dua-dua berpegang saya benar, yang satu bilang saya juga benar. Saya enggak melanggar, kok, kamu bilang melanggar. Apa buktinya? Yang sebelah sini mengatakan kita yakin kamu melanggar. Ini yang harus dicarikan jalan dengan saling mengalah,"" katanya.
"
"Kapal Memuat Pasir Timah Kandas
Sebuah kapal tanpa identitas atau ilegal yang mengangkut 120 ton pasir yang diperkirakan bernilai sekitar Rp 2,5 milyar, Sabtu (28/4), ditemukan kandas di muara Sungai Baturusa, Pangkal Pinang. Diduga, kandasnya kapal karena kelebihan muatan.  Selain menyita kapal serta pasir timah, Unit Polairud Pangkalbalam juga mengamankan kapten kapal, Jun (25), penanggung jawab Nus Yulr (35), serta delapan anak buah kapal untuk dimintai keterangan. Kedelapan ABK adalah Tad (22), Ide (23), Lob (19), Zam (30), Kris (25), Sam (25), Mai (25), dan Mal (28).  Kabar mengenai adanya kapal kandas di muara Baturusa diperoleh Kepala Keamanan PT Timah Tbk Mirza Ibrahim dari masyarakat. Sekitar pukul 12.00, Mirza Ibrahim bersama enam anak buahnya langsung mendatangi Kantor Unit Polairud Pangkalbalam untuk melaporkan adanya kapal kandas bermuatan pasir timah.  Selanjutnya ditambah dengan tiga personel dari Unit Polairud Pangkalbalam, Kanit Polairud AKP GR Gultom, Perwira Polairud Ipda Zahrul, Barada Suhardi, mereka langsung meluncur ke Pelabuhan Ketapang. Petugas kemudian masuk ke atas kapal dan menjumpai kapten kapal, penanggung jawab serta ABK.  Petugas keamanan memperoleh keterangan, kapten, penanggung jawab dan ABK kapal ""gelap"" itu berasal dari Moro, Tanjungpinang, Riau.  Usai pemeriksaan, kepada  Bangka Pos , Mirza Ibrahim mengatakan, pihak PT Timah Tbk akan berusaha menyeret kapal tersebut ke dermaga, dan kemudian menyita pasir timah muatan kapal itu. Menurut rencana, pasir timah dan kapal akan ditarik ke Pelabuhan Pangkalbalam.
"
